Patch_ID,OS_Type,Patch_Type,Patch_Severity,Systems_Affected,Server_Usage,Prev_Incidents,Patch_Size_MB,Applied_During_Peak,Pre_Health_Score,Post_Health_Score,Downtime_Mins,Result
P2561,RHEL,Feature,Critical,23,Low,1,457,No,84.6,75.8,15.5,Risky
P2562,Windows,Security,Low,27,Low,0,324,No,75.4,70.1,6.9,Safe
P2563,RHEL,Bugfix,Low,13,Low,2,274,No,83.4,71.9,13.0,Safe
P2564,Ubuntu,Bugfix,Critical,98,Medium,0,117,No,89.7,84.5,5.2,Safe
P2565,RHEL,Feature,Low,54,Medium,0,233,No,71.3,67.2,2.6,Safe
P2566,Windows,Bugfix,Medium,20,High,2,244,Yes,84.6,75.4,17.7,Safe
P2567,RHEL,Bugfix,High,37,Medium,0,91,Yes,89.1,86.8,3.6,Safe
P2568,Windows,Feature,High,6,Low,3,445,No,89.0,77.3,8.2,Risky
P2569,RHEL,Feature,Critical,18,Low,0,451,No,100.0,97.7,3.0,Risky
P2570,Windows,Security,Critical,5,Medium,0,200,No,77.6,65.5,16.1,Safe
P2571,RHEL,Bugfix,Low,94,Low,0,133,No,85.0,81.2,2.8,Safe
P2572,Windows,Feature,High,62,Low,0,183,Yes,100.0,92.5,8.6,Risky
P2573,Ubuntu,Kernel,Medium,93,High,0,358,Yes,71.3,56.7,21.4,Risky
P2574,RHEL,Feature,Medium,20,Low,0,403,No,62.0,51.0,10.3,Risky
P2575,RHEL,Security,Low,83,High,1,347,Yes,90.4,81.9,8.5,Safe
P2576,RHEL,Security,Medium,94,Low,1,499,No,95.4,91.9,2.4,Risky
P2577,Windows,Bugfix,Critical,51,High,1,79,No,63.9,46.8,19.2,Safe
P2578,Windows,Feature,Critical,48,Medium,1,58,No,81.8,67.4,19.8,Risky
P2579,Windows,Bugfix,Medium,84,Medium,0,219,No,74.8,71.2,2.4,Safe
P2580,RHEL,Bugfix,Low,18,Low,1,339,No,88.1,81.6,9.3,Safe
P2581,RHEL,Feature,Medium,97,High,0,217,No,84.7,84.6,0.1,Risky
P2582,Windows,Security,High,28,High,2,393,Yes,98.1,87.9,15.5,Safe
P2583,RHEL,Feature,High,59,Medium,0,194,No,71.6,61.9,9.4,Risky
P2584,Ubuntu,Bugfix,Medium,19,Medium,0,462,Yes,88.9,75.4,18.3,Safe
P2585,RHEL,Security,Low,87,Medium,0,277,Yes,91.2,84.3,9.8,Safe
P2586,Windows,Bugfix,Medium,76,Low,1,355,No,85.5,86.1,0.9,Safe
P2587,RHEL,Feature,Medium,38,Medium,0,125,No,64.9,58.6,10.4,Safe
P2588,RHEL,Security,Critical,6,High,1,272,Yes,89.2,73.8,10.8,Safe
P2589,Windows,Security,Medium,31,Medium,1,226,Yes,77.7,67.5,19.9,Safe
P2590,Windows,Kernel,Medium,78,Low,0,238,Yes,67.6,55.5,21.3,Risky
P2591,Ubuntu,Security,Medium,91,Medium,0,351,No,88.7,82.7,8.0,Risky
P2592,RHEL,Bugfix,Low,76,Medium,0,95,No,92.7,92.7,0.1,Safe
P2593,RHEL,Bugfix,Critical,96,Low,0,431,Yes,78.8,67.6,12.0,Risky
P2594,Windows,Bugfix,Medium,27,Low,0,66,No,93.3,89.0,2.4,Safe
P2595,Windows,Bugfix,Medium,72,Low,0,115,No,93.4,89.4,6.4,Safe
P2596,RHEL,Security,Medium,18,Medium,0,409,No,84.8,79.8,9.7,Safe
P2597,RHEL,Bugfix,Medium,67,Low,0,310,No,91.0,88.4,1.9,Safe
P2598,RHEL,Security,Medium,97,Medium,0,172,No,94.8,94.4,0.5,Safe
P2599,Ubuntu,Bugfix,High,69,Medium,0,280,No,90.3,82.4,13.5,Safe
P2600,RHEL,Security,Low,72,Medium,1,487,No,62.1,47.1,27.9,Safe
P2601,RHEL,Bugfix,Medium,67,High,0,174,Yes,59.8,54.0,5.3,Risky
P2602,RHEL,Security,Low,94,Low,1,161,No,95.7,92.2,2.4,Safe
P2603,RHEL,Security,Medium,85,Low,1,321,No,78.1,73.8,3.7,Safe
P2604,RHEL,Security,Low,91,High,0,130,No,80.0,75.0,6.9,Safe
P2605,Windows,Security,Medium,68,Low,0,295,No,100.0,99.9,0.2,Safe
P2606,RHEL,Feature,High,36,Low,1,396,Yes,77.7,68.5,12.6,Risky
P2607,Ubuntu,Security,High,83,High,1,440,No,83.6,68.5,28.4,Risky
P2608,RHEL,Kernel,Medium,17,High,0,441,Yes,85.1,77.6,12.4,Risky
P2609,Windows,Kernel,Medium,70,Medium,0,377,No,82.9,74.3,12.0,Safe
P2610,Ubuntu,Bugfix,Low,23,Low,0,264,No,98.4,96.6,1.0,Safe
P2611,Windows,Security,Medium,28,Medium,0,401,No,81.3,83.0,1.8,Safe
P2612,Windows,Security,High,92,Low,2,284,No,92.2,83.1,5.3,Safe
P2613,RHEL,Feature,Low,15,Medium,0,416,No,85.7,79.5,6.1,Safe
P2614,RHEL,Security,Medium,63,Medium,3,131,No,94.7,89.8,2.9,Safe
P2615,Windows,Security,High,90,High,1,343,No,71.3,61.3,7.5,Risky
P2616,Ubuntu,Bugfix,High,19,Low,0,359,Yes,62.5,51.9,11.8,Risky
P2617,Windows,Feature,Low,14,Medium,1,125,No,85.3,82.8,3.2,Safe
P2618,Windows,Feature,Medium,45,Low,0,64,No,76.5,72.5,3.3,Safe
P2619,Windows,Security,Low,31,Low,1,269,No,99.6,98.9,1.2,Safe
P2620,RHEL,Bugfix,Low,64,Medium,2,279,No,84.2,82.2,2.7,Safe
P2621,RHEL,Security,Critical,77,Low,0,483,Yes,87.2,78.8,12.9,Risky
P2622,Windows,Security,High,56,Medium,1,489,No,81.9,68.8,21.0,Risky
P2623,Ubuntu,Feature,High,32,Medium,2,421,No,78.5,57.7,33.0,Risky
P2624,RHEL,Security,Low,69,High,0,314,Yes,85.6,79.3,12.0,Risky
P2625,Windows,Security,High,21,Medium,1,313,No,95.1,90.6,3.9,Safe
P2626,RHEL,Security,Medium,99,High,0,159,No,81.9,78.6,3.0,Risky
P2627,Windows,Feature,Medium,48,Medium,2,452,No,81.2,67.2,9.0,Safe
P2628,RHEL,Feature,Medium,14,Low,0,356,No,93.0,87.1,8.2,Safe
P2629,RHEL,Bugfix,Low,67,Medium,1,249,Yes,68.2,55.7,13.6,Risky
P2630,Windows,Feature,High,97,Medium,2,275,No,96.9,89.7,8.9,Risky
P2631,RHEL,Security,Medium,86,Medium,2,234,No,76.9,67.4,7.2,Risky
P2632,Windows,Bugfix,Low,51,Medium,0,80,Yes,94.4,93.7,1.1,Safe
P2633,Windows,Security,Low,42,Medium,1,151,No,87.9,84.9,4.4,Safe
P2634,Ubuntu,Security,Low,74,Low,0,308,No,64.2,62.1,1.9,Safe
P2635,RHEL,Bugfix,Low,80,Low,0,148,No,85.1,83.5,2.0,Safe
P2636,RHEL,Kernel,Medium,57,Medium,0,388,Yes,98.1,90.8,13.5,Safe
P2637,RHEL,Security,High,82,Medium,0,348,No,82.0,77.3,7.7,Safe
P2638,Ubuntu,Security,Low,48,Medium,0,334,No,82.9,77.7,4.4,Safe
P2639,Ubuntu,Security,Low,78,Medium,2,315,No,77.3,69.4,14.4,Risky
P2640,Windows,Security,Medium,58,Low,0,189,Yes,97.0,93.8,1.9,Safe
P2641,Ubuntu,Kernel,High,24,Medium,1,351,No,80.4,68.5,13.3,Risky
P2642,Windows,Bugfix,Medium,83,Medium,1,335,No,100.0,95.7,2.6,Safe
P2643,Windows,Bugfix,Medium,35,Medium,0,399,No,96.6,93.0,6.7,Safe
P2644,RHEL,Feature,Medium,11,Medium,1,265,No,98.3,97.6,0.4,Safe
P2645,Windows,Security,Low,62,Medium,1,81,No,85.8,82.2,2.6,Safe
P2646,RHEL,Bugfix,Low,14,Medium,0,352,No,80.1,77.0,5.9,Safe
P2647,Ubuntu,Bugfix,High,14,High,1,137,Yes,89.8,81.3,11.7,Risky
P2648,Windows,Bugfix,Medium,43,Medium,2,112,No,100.0,100.0,0.0,Safe
P2649,Windows,Kernel,Medium,32,Medium,0,459,Yes,100.0,91.4,4.5,Safe
P2650,RHEL,Feature,High,34,Medium,0,436,No,66.4,52.4,15.8,Risky
P2651,RHEL,Security,Medium,41,Medium,1,328,Yes,100.0,96.1,7.8,Safe
P2652,RHEL,Feature,Low,71,Medium,0,123,No,87.5,81.3,8.5,Safe
P2653,RHEL,Security,Medium,47,Medium,0,355,No,92.8,91.4,2.4,Safe
P2654,RHEL,Security,Low,83,Medium,0,469,No,76.0,72.6,6.8,Safe
P2655,Ubuntu,Security,Low,89,Low,1,173,No,75.4,67.4,12.1,Safe
P2656,Windows,Security,Medium,56,High,1,318,No,70.6,59.1,11.4,Risky
P2657,RHEL,Bugfix,High,60,Medium,1,431,No,100.0,100.0,0.0,Safe
P2658,RHEL,Bugfix,Critical,80,Medium,0,334,No,78.1,67.1,6.7,Risky
P2659,RHEL,Kernel,Medium,72,Medium,1,471,No,84.1,73.7,11.9,Risky
P2660,Windows,Bugfix,Low,13,Low,0,170,No,82.0,81.5,0.9,Safe
P2661,Windows,Bugfix,Low,96,Low,1,395,No,74.8,68.1,8.1,Safe
P2662,Ubuntu,Security,High,27,Low,0,261,No,83.0,73.4,18.0,Safe
P2663,RHEL,Security,Medium,67,Medium,0,438,No,85.9,78.4,12.8,Safe
P2664,Ubuntu,Bugfix,Medium,65,High,0,197,No,97.5,94.5,5.9,Safe
P2665,Ubuntu,Bugfix,High,44,Medium,1,127,No,74.4,65.1,17.9,Risky
P2666,RHEL,Feature,High,48,Medium,1,414,No,79.2,72.4,10.5,Risky
P2667,Ubuntu,Security,High,90,Medium,0,63,No,90.5,84.8,10.3,Safe
P2668,RHEL,Security,Low,28,Low,0,185,No,85.5,82.2,5.3,Safe
P2669,Ubuntu,Bugfix,High,55,Low,1,353,No,85.6,77.6,12.5,Safe
P2670,RHEL,Security,High,62,Medium,1,446,Yes,75.3,72.3,4.7,Risky
P2671,Ubuntu,Security,Low,94,High,3,329,Yes,92.8,85.6,11.3,Safe
P2672,Ubuntu,Feature,Medium,98,Medium,1,128,No,99.1,94.2,5.3,Safe
P2673,Ubuntu,Security,Medium,37,Medium,0,292,Yes,98.2,95.7,2.8,Safe
P2674,Windows,Bugfix,Critical,20,High,0,242,No,83.1,74.8,7.8,Risky
P2675,RHEL,Security,Low,26,Low,1,467,No,59.2,44.7,10.5,Risky
P2676,RHEL,Security,Medium,61,Medium,0,291,Yes,87.3,80.8,7.7,Safe
P2677,RHEL,Security,Low,66,Medium,0,100,Yes,86.0,82.8,6.0,Safe
P2678,RHEL,Feature,High,86,Medium,0,281,No,74.8,61.2,20.1,Risky
P2679,Windows,Security,Low,75,Low,1,308,Yes,76.8,64.4,7.2,Risky
P2680,RHEL,Feature,Low,94,Medium,3,433,No,75.0,57.5,30.1,Risky
P2681,Ubuntu,Security,Medium,76,Medium,0,424,No,87.7,81.2,12.5,Safe
P2682,Windows,Feature,Critical,74,Low,3,267,No,76.8,67.5,16.1,Risky
P2683,Ubuntu,Security,Low,34,Medium,0,255,No,86.7,81.6,8.1,Safe
P2684,RHEL,Bugfix,Low,27,Low,1,363,No,100.0,95.8,3.0,Safe
P2685,Ubuntu,Bugfix,High,36,High,1,430,No,83.1,78.4,4.8,Risky
P2686,Ubuntu,Kernel,Medium,90,Medium,1,418,No,73.4,60.0,18.1,Risky
P2687,RHEL,Security,Critical,61,High,0,360,No,70.5,59.0,7.1,Risky
P2688,Windows,Security,Low,13,Medium,1,424,No,88.3,86.9,0.9,Safe
P2689,Windows,Security,Medium,35,Low,1,169,No,100.0,99.8,0.4,Safe
P2690,RHEL,Feature,Low,75,Low,1,129,No,76.0,72.0,6.2,Risky
P2691,Windows,Bugfix,Low,13,Low,0,91,No,63.5,60.3,2.9,Safe
P2692,RHEL,Feature,Medium,17,Low,0,70,No,100.0,98.4,1.6,Safe
P2693,RHEL,Security,Medium,62,Medium,0,59,Yes,100.0,96.2,4.1,Safe
P2694,RHEL,Security,High,7,Low,0,362,No,92.6,89.5,1.9,Safe
P2695,RHEL,Security,Medium,39,Medium,0,202,No,89.3,86.1,5.2,Safe
P2696,RHEL,Kernel,Medium,25,Medium,0,361,No,85.7,81.2,3.5,Safe
P2697,RHEL,Bugfix,Medium,68,Medium,1,343,No,91.8,90.6,2.1,Safe
P2698,Ubuntu,Kernel,Critical,99,Medium,0,135,No,91.3,81.4,17.6,Risky
P2699,Windows,Security,Low,56,Medium,0,162,No,87.8,84.6,4.8,Safe
P2700,Ubuntu,Bugfix,Low,38,High,1,238,No,75.5,66.6,14.6,Safe
P2701,RHEL,Bugfix,Medium,39,Low,0,161,No,87.8,84.4,2.6,Safe
P2702,RHEL,Security,Medium,19,Medium,0,224,No,84.0,81.5,3.4,Risky
P2703,Windows,Feature,Low,10,Medium,3,359,No,77.0,59.2,26.9,Risky
P2704,RHEL,Kernel,Critical,89,Medium,1,351,No,87.8,72.7,22.5,Risky
P2705,RHEL,Feature,Low,36,Medium,0,53,Yes,80.1,76.1,2.7,Safe
P2706,Windows,Feature,High,56,Medium,0,271,No,85.7,72.5,13.4,Risky
P2707,RHEL,Security,Low,87,Medium,0,499,No,89.6,86.6,2.9,Safe
P2708,Windows,Security,Medium,32,Medium,1,270,No,91.0,87.2,5.2,Safe
P2709,Windows,Kernel,Critical,99,High,0,220,No,80.4,74.5,9.7,Risky
P2710,RHEL,Security,Low,89,High,0,367,Yes,89.5,81.0,11.5,Safe
P2711,RHEL,Feature,Critical,68,Low,0,262,No,91.8,79.0,20.9,Risky
P2712,Windows,Feature,Medium,83,Low,1,302,No,94.7,87.8,4.5,Safe
P2713,RHEL,Bugfix,Critical,82,High,1,173,No,88.0,81.2,12.4,Risky
P2714,RHEL,Kernel,Medium,23,High,0,177,No,91.1,83.4,10.0,Risky
P2715,Ubuntu,Security,Medium,19,Low,0,262,Yes,80.8,73.8,3.9,Safe
P2716,RHEL,Security,Low,10,Medium,3,161,Yes,100.0,94.7,7.8,Safe
P2717,Windows,Security,Medium,77,High,0,134,No,84.4,82.4,2.5,Safe
P2718,Ubuntu,Bugfix,Low,88,Medium,0,53,No,96.2,94.8,1.1,Safe
P2719,RHEL,Security,Low,42,Low,2,114,Yes,80.1,72.1,13.2,Risky
P2720,RHEL,Security,Low,30,Medium,1,367,No,88.7,85.0,7.2,Safe
P2721,RHEL,Feature,Medium,86,High,0,395,No,88.4,81.0,7.2,Risky
P2722,RHEL,Kernel,High,96,High,0,169,No,90.3,86.8,4.4,Safe
P2723,RHEL,Security,Low,55,Medium,0,292,No,76.5,72.1,3.1,Safe
P2724,Windows,Security,Low,77,Medium,0,435,No,88.9,86.4,4.7,Safe
P2725,RHEL,Kernel,Medium,57,Low,1,186,No,80.2,70.8,9.2,Risky
P2726,Windows,Security,Low,60,High,0,296,No,93.2,87.9,4.2,Safe
P2727,Ubuntu,Security,Low,63,Low,0,490,No,76.2,70.9,6.5,Safe
P2728,Ubuntu,Security,Low,74,High,0,94,No,88.1,83.7,2.5,Safe
P2729,Windows,Bugfix,Critical,82,Medium,1,195,Yes,84.7,79.9,4.2,Risky
P2730,RHEL,Security,High,96,High,0,417,Yes,100.0,93.1,4.2,Risky
P2731,Windows,Kernel,Medium,62,Low,1,225,Yes,96.2,90.2,4.2,Risky
P2732,Windows,Bugfix,Medium,92,Medium,0,91,No,98.7,97.8,0.6,Safe
P2733,RHEL,Bugfix,Medium,17,Low,1,346,No,77.3,73.8,6.3,Safe
P2734,RHEL,Security,Medium,47,Medium,1,138,Yes,81.2,72.0,17.4,Safe
P2735,Ubuntu,Bugfix,Medium,80,High,0,267,No,85.0,84.0,1.1,Safe
P2736,RHEL,Bugfix,Medium,55,Medium,1,491,No,96.4,89.3,10.4,Safe
P2737,RHEL,Feature,Low,23,Medium,2,277,Yes,88.8,76.3,19.3,Risky
P2738,RHEL,Feature,Low,25,Low,0,347,No,77.5,73.2,4.6,Safe
P2739,RHEL,Bugfix,Medium,95,High,0,340,Yes,77.9,73.0,5.2,Safe
P2740,Ubuntu,Kernel,High,87,Medium,0,471,No,96.9,90.5,9.7,Risky
P2741,Windows,Feature,Medium,28,Medium,1,116,No,89.1,82.6,6.9,Safe
P2742,Windows,Feature,High,30,Medium,0,300,No,85.5,76.6,12.3,Safe
P2743,RHEL,Security,Critical,49,Medium,0,90,No,84.7,76.0,11.0,Safe
P2744,RHEL,Security,Low,32,Medium,0,148,No,94.0,94.0,0.0,Safe
P2745,RHEL,Security,Medium,86,Medium,0,355,No,74.5,71.0,6.0,Safe
P2746,RHEL,Bugfix,Medium,33,Medium,0,409,No,85.5,83.6,3.1,Safe
P2747,RHEL,Bugfix,Critical,21,High,1,391,Yes,86.1,77.4,17.0,Risky
P2748,Windows,Bugfix,Critical,72,High,0,128,No,72.5,61.6,18.5,Risky
P2749,RHEL,Feature,Medium,48,Low,2,350,No,82.9,76.9,4.3,Risky
P2750,Windows,Feature,Low,65,Medium,0,248,No,100.0,95.0,8.1,Safe
P2751,RHEL,Kernel,High,97,Low,1,196,No,76.6,63.2,20.1,Risky
P2752,RHEL,Security,Low,72,Low,0,155,No,86.3,83.1,4.6,Safe
P2753,RHEL,Bugfix,High,78,Medium,0,450,No,64.2,54.3,12.1,Risky
P2754,Ubuntu,Security,Critical,29,High,0,242,No,83.6,77.2,3.8,Risky
P2755,Ubuntu,Security,Medium,99,Low,0,171,Yes,74.3,68.5,11.1,Safe
P2756,Ubuntu,Security,Medium,71,Medium,2,126,No,81.5,73.2,14.7,Safe
P2757,RHEL,Security,Medium,6,High,0,361,Yes,89.3,84.2,6.3,Safe
P2758,RHEL,Bugfix,Medium,93,High,1,161,No,73.7,70.6,2.3,Safe
P2759,Windows,Feature,Medium,53,Medium,0,398,No,87.4,81.3,10.5,Safe
P2760,RHEL,Security,High,74,Medium,1,346,No,77.2,62.7,16.7,Risky
P2761,Ubuntu,Feature,Critical,30,Medium,0,219,No,71.6,53.2,20.0,Risky
P2762,RHEL,Bugfix,Critical,76,Low,1,55,No,94.8,90.3,6.8,Safe
P2763,RHEL,Security,Low,31,Low,0,246,No,75.4,69.9,9.0,Safe
P2764,RHEL,Bugfix,High,93,Low,0,147,No,80.8,70.8,5.9,Safe
P2765,RHEL,Security,High,22,Medium,1,378,No,79.3,72.6,11.1,Risky
P2766,Windows,Bugfix,Low,58,High,1,279,No,87.2,81.5,9.1,Safe
P2767,RHEL,Bugfix,Low,5,Medium,0,217,No,85.3,82.8,3.5,Safe
P2768,RHEL,Security,Low,65,Medium,0,346,No,83.3,80.9,2.5,Safe
P2769,RHEL,Security,Critical,7,Medium,0,314,No,77.9,68.8,6.8,Risky
P2770,RHEL,Bugfix,Medium,72,Low,0,57,No,82.3,80.1,1.5,Safe
P2771,Windows,Kernel,High,45,Medium,2,221,No,87.9,79.9,4.1,Risky
P2772,Ubuntu,Security,Low,41,High,0,491,No,86.2,80.1,4.9,Safe
P2773,Ubuntu,Feature,High,55,Low,0,409,No,96.2,88.4,8.7,Risky
P2774,Windows,Bugfix,Low,19,Low,1,244,No,92.6,89.4,2.8,Safe
P2775,RHEL,Kernel,Medium,12,Medium,1,318,Yes,96.1,87.7,8.0,Safe
P2776,Windows,Feature,Medium,42,Medium,0,68,No,98.5,93.0,6.0,Safe
P2777,RHEL,Bugfix,Low,87,Medium,2,403,No,86.9,83.1,3.6,Safe
P2778,RHEL,Bugfix,High,60,Medium,0,401,No,93.5,89.4,6.6,Safe
P2779,Ubuntu,Feature,Low,51,Medium,0,98,Yes,88.4,87.0,1.7,Safe
P2780,RHEL,Security,Medium,94,Low,2,405,No,98.3,96.0,1.2,Safe
P2781,Ubuntu,Security,Medium,14,Medium,0,387,No,67.5,59.0,7.1,Safe
P2782,RHEL,Security,Medium,82,Medium,0,207,No,81.8,79.2,4.1,Safe
P2783,Windows,Feature,Low,53,High,0,115,No,89.1,81.7,7.0,Safe
P2784,Windows,Feature,Low,45,High,1,396,No,90.7,81.2,17.9,Risky
P2785,Ubuntu,Security,Critical,87,High,1,108,No,84.8,80.5,6.7,Risky
P2786,Windows,Bugfix,Low,34,Medium,2,358,No,68.4,61.2,6.7,Risky
P2787,Windows,Bugfix,High,9,Medium,1,357,No,83.2,76.6,8.4,Safe
P2788,RHEL,Security,Critical,99,Medium,0,386,No,93.2,84.1,13.6,Safe
P2789,Windows,Kernel,Low,75,High,0,208,Yes,81.8,68.6,10.5,Risky
P2790,RHEL,Security,Low,87,Low,2,320,No,85.9,80.4,4.8,Safe
P2791,Windows,Security,Medium,35,Medium,1,170,No,100.0,99.7,0.4,Safe
P2792,Windows,Bugfix,Critical,56,Medium,1,303,No,83.1,71.7,21.6,Safe
P2793,Windows,Feature,Critical,92,Medium,0,453,No,83.4,70.3,13.3,Risky
P2794,RHEL,Security,Medium,27,Low,1,310,No,86.9,80.1,7.6,Risky
P2795,RHEL,Bugfix,High,52,Medium,0,184,Yes,87.4,80.0,5.8,Safe
P2796,Windows,Bugfix,Low,44,Medium,1,323,Yes,86.3,76.6,13.6,Safe
P2797,RHEL,Security,Critical,10,Medium,1,105,No,88.9,80.8,13.1,Risky
P2798,RHEL,Security,Critical,42,Medium,1,380,No,73.1,65.9,8.4,Safe
P2799,RHEL,Bugfix,Low,45,Medium,0,145,No,83.8,82.5,2.1,Safe
P2800,Ubuntu,Security,Low,31,High,0,163,No,72.7,72.1,0.6,Safe
P2801,Windows,Kernel,Low,79,Medium,1,406,No,85.6,82.7,4.5,Risky
P2802,RHEL,Feature,Low,73,Medium,0,478,No,91.0,85.2,5.2,Safe
P2803,RHEL,Kernel,High,61,Low,0,77,No,83.6,79.0,7.8,Risky
P2804,RHEL,Security,Medium,21,Low,1,355,No,75.5,70.1,9.5,Safe
P2805,Windows,Kernel,Low,75,Medium,1,51,No,80.7,76.1,7.8,Safe
P2806,Windows,Bugfix,Medium,95,Medium,1,261,Yes,100.0,94.0,5.0,Safe
P2807,RHEL,Security,Critical,51,Medium,2,117,No,99.5,91.6,12.2,Safe
P2808,RHEL,Security,Medium,83,Low,0,177,Yes,79.6,77.4,2.9,Safe
P2809,RHEL,Security,Medium,17,High,1,382,No,79.5,66.8,25.1,Safe
P2810,Windows,Bugfix,Low,15,Medium,2,73,No,83.9,79.2,4.9,Safe
P2811,Windows,Bugfix,Critical,94,Low,0,302,No,97.4,89.2,13.6,Risky
P2812,RHEL,Security,High,90,Medium,0,417,No,67.5,57.1,10.9,Risky
P2813,RHEL,Bugfix,Low,96,High,0,279,No,79.4,73.5,6.5,Safe
P2814,RHEL,Security,Low,28,Medium,0,225,Yes,89.1,80.7,5.6,Risky
P2815,Ubuntu,Bugfix,Low,97,Low,0,478,No,88.0,84.4,3.0,Safe
P2816,RHEL,Security,Low,77,Medium,0,424,No,80.7,77.7,2.2,Safe
P2817,Windows,Feature,Medium,8,Low,0,270,No,82.5,78.4,3.0,Safe
P2818,Windows,Feature,Critical,50,Low,0,491,No,88.3,79.7,4.4,Risky
P2819,RHEL,Bugfix,Medium,22,Low,0,85,No,80.9,76.9,6.7,Safe
P2820,RHEL,Security,High,47,Medium,0,51,No,74.4,71.4,3.5,Safe
P2821,RHEL,Security,Medium,84,Low,1,432,No,83.1,75.7,12.7,Safe
P2822,Windows,Feature,High,37,High,0,410,No,86.9,73.7,18.8,Risky
P2823,Windows,Security,High,97,Low,2,323,No,63.8,41.0,39.8,Risky
P2824,Windows,Security,Low,14,Low,0,226,No,88.9,87.6,1.7,Safe
P2825,Windows,Security,Medium,77,Medium,0,313,No,94.7,94.9,0.1,Safe
P2826,RHEL,Bugfix,Medium,63,Low,0,235,Yes,81.4,77.5,5.6,Safe
P2827,Ubuntu,Bugfix,Low,35,Medium,2,64,No,81.6,76.3,8.1,Safe
P2828,Windows,Feature,Medium,32,Low,0,450,No,77.6,73.7,5.7,Safe
P2829,RHEL,Security,Medium,64,Low,1,328,No,83.5,80.8,4.5,Safe
P2830,Ubuntu,Security,Critical,7,Low,0,243,No,79.4,77.2,3.5,Risky
P2831,Windows,Feature,Medium,59,Medium,0,247,No,99.5,91.4,9.3,Safe
P2832,Windows,Feature,High,18,Low,0,398,No,86.2,75.8,18.0,Risky
P2833,Windows,Security,Medium,62,Medium,0,460,No,63.5,54.8,13.4,Safe
P2834,Ubuntu,Bugfix,High,93,Medium,1,470,Yes,90.7,83.1,5.2,Risky
P2835,Windows,Security,Medium,19,Medium,0,354,No,100.0,98.8,1.6,Safe
P2836,RHEL,Kernel,High,6,Medium,0,113,No,90.1,83.9,9.9,Safe
P2837,RHEL,Security,Medium,28,Medium,0,339,No,96.9,97.8,1.2,Safe
P2838,Ubuntu,Kernel,Medium,82,High,1,67,No,91.8,90.6,2.2,Safe
P2839,RHEL,Bugfix,Medium,68,Low,1,113,No,94.9,93.8,0.7,Safe
P2840,RHEL,Bugfix,Medium,75,Low,2,411,No,94.4,91.7,4.3,Safe
P2841,RHEL,Security,Low,28,Low,0,379,Yes,94.5,94.0,0.9,Safe
P2842,RHEL,Bugfix,Low,31,Low,1,407,No,88.2,86.2,3.0,Safe
P2843,Windows,Bugfix,Low,41,Low,0,300,No,67.8,61.5,6.8,Safe
P2844,Ubuntu,Security,High,98,Medium,0,477,No,74.1,66.0,8.8,Risky
P2845,RHEL,Bugfix,Low,95,Medium,0,66,No,74.3,70.7,4.9,Safe
P2846,RHEL,Kernel,Low,43,High,0,492,Yes,59.7,47.9,13.0,Safe
P2847,RHEL,Bugfix,High,67,Low,0,190,No,80.7,76.0,8.4,Safe
P2848,Ubuntu,Feature,Medium,83,Low,1,357,No,99.2,92.5,4.4,Safe
P2849,Windows,Security,Medium,30,High,1,493,No,70.6,62.3,12.1,Risky
P2850,RHEL,Bugfix,Low,69,High,4,475,No,92.3,82.6,6.8,Safe
P2851,Ubuntu,Security,Critical,8,Medium,1,369,No,90.3,79.7,13.9,Risky
P2852,Ubuntu,Bugfix,High,33,Medium,0,294,No,87.3,79.2,12.7,Safe
P2853,Ubuntu,Kernel,High,5,High,1,499,No,96.8,90.2,4.9,Risky
P2854,Ubuntu,Bugfix,Medium,54,Medium,2,339,No,84.6,75.4,14.3,Risky
P2855,RHEL,Security,High,90,Low,1,400,Yes,100.0,90.9,6.4,Safe
P2856,Windows,Security,Low,15,High,0,136,No,83.0,80.6,3.4,Risky
P2857,RHEL,Bugfix,Low,78,Medium,0,248,No,88.4,85.9,3.1,Safe
P2858,Ubuntu,Bugfix,Low,63,Low,0,407,No,83.6,79.7,3.7,Safe
P2859,Windows,Feature,Medium,66,Medium,0,497,No,75.8,67.1,5.8,Risky
P2860,Windows,Feature,Medium,85,Medium,0,210,No,71.5,64.1,11.9,Safe
P2861,Windows,Bugfix,Medium,40,High,0,189,Yes,90.8,85.6,5.5,Safe
P2862,RHEL,Security,Low,60,Low,1,125,No,98.5,99.5,0.6,Safe
P2863,Windows,Security,Medium,94,High,0,68,No,87.4,83.0,7.4,Safe
P2864,Ubuntu,Security,High,25,Medium,0,442,No,90.1,85.8,3.7,Safe
P2865,Ubuntu,Security,Medium,17,Medium,2,379,No,69.5,60.8,13.8,Risky
P2866,RHEL,Bugfix,High,13,Low,0,450,Yes,88.9,77.7,15.0,Safe
P2867,RHEL,Bugfix,Low,15,Medium,1,99,No,64.2,54.3,7.8,Risky
P2868,RHEL,Bugfix,High,79,High,0,281,No,73.0,63.0,6.1,Risky
P2869,Windows,Security,Medium,74,Medium,0,344,No,98.3,94.7,5.0,Safe
P2870,Ubuntu,Security,Low,5,Low,0,474,No,85.1,82.9,1.2,Safe
P2871,RHEL,Security,Low,74,Medium,1,443,Yes,86.1,82.7,2.0,Safe
P2872,Windows,Security,Medium,81,Medium,0,61,Yes,90.5,85.3,8.2,Safe
P2873,Ubuntu,Feature,High,90,Low,0,384,Yes,93.0,87.9,6.7,Risky
